Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision
40.0,Female,PhD,15.0,1,26.26768341,30.0,50.0,41.0,Moderate,0
25.0,Female,Bachelor's (Type 1),5.0,5,34.9985855,51.0,49.0,22.0,Moderate,0
20.0,Male,Master's,15.0,2,11.1436588,87.0,3.0,69.0,Aggressive,1
24.0,Female,Bachelor's (Type 2),12.0,1,38.28141663,97.0,47.0,79.0,Moderate,0
28.0,Male,PhD,5.0,2,50.78095298,22.0,31.0,1.0,Aggressive,0
31.0,Male,Bachelor's (Type 2),7.0,1,34.28252503,47.0,50.0,23.0,Moderate,0
45.0,Female,Master's,6.0,3,25.6739999,39.0,51.0,16.0,Aggressive,1
33.0,Female,Master's,7.0,4,47.15869943,5.0,98.0,64.0,Conservative,1
21.0,Male,Bachelor's (Type 1),13.0,2,1.792592112,37.0,73.0,69.0,Conservative,0
36.0,Female,Bachelor's (Type 2),8.0,5,37.49617596,40.0,33.0,68.0,Moderate,0
33.0,Male,Master's,5.0,3,45.43732584,99.0,35.0,59.0,Aggressive,1
45.0,Male,Bachelor's (Type 2),13.0,1,4.083729181,26.0,69.0,49.0,Aggressive,1
32.0,Female,Bachelor's (Type 2),15.0,2,23.50320852,74.0,42.0,92.0,Moderate,0
46.0,Female,Bachelor's (Type 2),2.0,1,11.2359727,68.0,15.0,11.0,Moderate,0
28.0,Male,Bachelor's (Type 1),9.0,1,29.32590828,56.0,58.0,46.0,Moderate,0
45.0,Male,Master's,2.0,1,33.47714793,16.0,52.0,66.0,Moderate,0
44.0,Male,Bachelor's (Type 2),15.0,4,16.13115915,70.0,18.0,64.0,Moderate,0
34.0,Male,Bachelor's (Type 1),10.0,4,23.99908348,90.0,97.0,26.0,Moderate,0
44.0,Female,Bachelor's (Type 2),11.0,5,14.96697426,46.0,88.0,47.0,Moderate,0
41.0,Female,Bachelor's (Type 2),0.0,2,19.46955822,78.0,94.0,87.0,Moderate,0
34.0,Female,Bachelor's (Type 1),10.0,3,8.976997834,12.0,40.0,61.0,Moderate,0
43.0,Female,Bachelor's (Type 2),14.0,3,45.27797218,10.0,80.0,43.0,Aggressive,1
49.0,Female,Bachelor's (Type 2),12.0,3,1.500520528,89.0,46.0,18.0,Aggressive,1
30.0,Male,Bachelor's (Type 2),14.0,1,45.12045932,85.0,93.0,58.0,Moderate,0
50.0,Female,Master's,4.0,4,29.58394392,91.0,53.0,7.0,Aggressive,1
35.0,Female,Bachelor's (Type 2),13.0,2,17.58289221,23.0,54.0,54.0,Moderate,0
48.0,Female,Bachelor's (Type 2),3.0,1,37.15285627,92.0,94.0,46.0,Moderate,0
36.0,Female,Bachelor's (Type 2),8.0,4,26.38760759,72.0,18.0,1.0,Conservative,0
45.0,Female,Bachelor's (Type 2),14.0,4,25.95543291,3.0,61.0,93.0,Moderate,0
23.0,Male,Bachelor's (Type 2),8.0,2,6.507114146,45.0,98.0,93.0,Aggressive,1
20.0,Male,Bachelor's (Type 2),14.0,2,20.4758013,17.0,92.0,38.0,Aggressive,1
27.0,Male,Master's,13.0,2,13.05321729,42.0,58.0,44.0,Conservative,0
36.0,Female,Bachelor's (Type 2),4.0,1,1.78479528,79.0,64.0,31.0,Aggressive,1
22.0,Male,Bachelor's (Type 2),9.0,5,19.00498154,32.0,67.0,64.0,Moderate,0
48.0,Male,Master's,3.0,2,5.491106471,92.0,27.0,37.0,Moderate,0
39.0,Female,Bachelor's (Type 2),6.0,5,13.84150189,9.0,17.0,76.0,Moderate,0
34.0,Female,Bachelor's (Type 2),14.0,1,5.625831059,72.0,25.0,10.0,Moderate,0
34.0,Female,Bachelor's (Type 2),5.0,5,6.047081278,58.0,18.0,9.0,Moderate,0
50.0,Male,Bachelor's (Type 1),3.0,3,10.95056472,30.0,54.0,58.0,Conservative,0
43.0,Male,Master's,12.0,5,50.99246222,27.0,56.0,89.0,Aggressive,1
41.0,Female,Master's,12.0,2,1.109207143,59.0,5.0,54.0,Conservative,0
33.0,Female,PhD,14.0,1,32.93363181,2.0,0.0,19.0,Moderate,0
45.0,Male,Bachelor's (Type 2),9.0,2,8.062184901,54.0,7.0,80.0,Conservative,0
47.0,Male,Bachelor's (Type 2),1.0,3,47.03140684,13.0,96.0,16.0,Aggressive,0
42.0,Female,Bachelor's (Type 1),0.0,2,5.681644667,57.0,50.0,67.0,Aggressive,0
33.0,Female,Bachelor's (Type 2),3.0,2,48.75315936,88.0,84.0,4.0,Conservative,0
43.0,Male,Bachelor's (Type 2),3.0,2,31.54631937,14.0,87.0,59.0,Conservative,0
21.0,Female,PhD,12.0,4,1.063403846,1.0,24.0,22.0,Moderate,0
32.0,Male,Bachelor's (Type 2),0.0,3,45.7003599,23.0,46.0,45.0,Moderate,0
45.0,Male,Bachelor's (Type 2),5.0,2,27.08559007,77.0,54.0,51.0,Conservative,0
33.0,Male,Bachelor's (Type 2),3.0,2,14.13348677,63.0,63.0,9.0,Aggressive,0
46.0,Male,Bachelor's (Type 2),0.0,2,39.36395888,70.0,82.0,45.0,Moderate,0
43.0,Female,Bachelor's (Type 2),0.0,1,47.33327769,99.0,92.0,27.0,Conservative,0
38.0,Female,Master's,14.0,4,25.18454116,23.0,9.0,96.0,Moderate,0
26.0,Male,Bachelor's (Type 2),12.0,1,16.77767372,26.0,55.0,42.0,Moderate,0
22.0,Male,Master's,0.0,4,40.4472562,36.0,11.0,25.0,Moderate,0
34.0,Male,Bachelor's (Type 2),7.0,2,35.08927489,93.0,32.0,54.0,Moderate,0
42.0,Male,Master's,9.0,3,45.43762419,90.0,70.0,47.0,Aggressive,1
33.0,Male,Master's,7.0,5,35.62570064,38.0,16.0,28.0,Conservative,0
30.0,Female,Bachelor's (Type 2),1.0,5,13.17641694,62.0,60.0,26.0,Moderate,0
34.0,Female,Bachelor's (Type 2),10.0,2,47.58296249,78.0,9.0,17.0,Conservative,0
47.0,Female,PhD,12.0,1,6.24178736,25.0,30.0,59.0,Conservative,0
32.0,Female,Bachelor's (Type 2),6.0,3,14.39713751,64.0,59.0,73.0,Aggressive,1
37.0,Male,PhD,13.0,4,27.00973039,3.0,69.0,68.0,Aggressive,1
45.0,Male,Bachelor's (Type 1),7.0,2,29.2871013,28.0,16.0,73.0,Moderate,0
25.0,Male,Bachelor's (Type 2),7.0,3,1.765529331,0.0,49.0,20.0,Moderate,0
22.0,Male,Master's,10.0,3,40.02863629,49.0,36.0,23.0,Moderate,0
38.0,Male,PhD,9.0,4,19.08036592,85.0,81.0,2.0,Moderate,1
34.0,Female,Bachelor's (Type 2),14.0,3,21.32092705,10.0,61.0,94.0,Moderate,0
44.0,Male,Master's,10.0,1,41.46847722,73.0,89.0,61.0,Aggressive,1
42.0,Female,Bachelor's (Type 2),12.0,1,19.96416959,58.0,79.0,100.0,Moderate,0
24.0,Female,Bachelor's (Type 1),6.0,1,3.361243825,61.0,71.0,1.0,Moderate,0
47.0,Female,Bachelor's (Type 2),4.0,3,9.821988524,80.0,87.0,65.0,Moderate,0
29.0,Female,Bachelor's (Type 2),0.0,1,48.79515862,35.0,76.0,41.0,Aggressive,0
26.0,Male,PhD,11.0,4,4.52026812,55.0,28.0,33.0,Moderate,0
44.0,Female,Bachelor's (Type 2),8.0,3,18.74656005,89.0,31.0,41.0,Aggressive,1
36.0,Female,Bachelor's (Type 2),12.0,5,26.15895835,20.0,87.0,19.0,Moderate,0
26.0,Female,Bachelor's (Type 1),15.0,3,25.66404137,12.0,79.0,96.0,Moderate,0
41.0,Male,Bachelor's (Type 2),6.0,4,1.197997151,8.0,10.0,67.0,Aggressive,1
45.0,Male,Bachelor's (Type 2),1.0,5,26.05813657,10.0,95.0,44.0,Moderate,0
49.0,Male,Master's,5.0,3,20.1886229,74.0,5.0,74.0,Moderate,0
31.0,Female,Bachelor's (Type 2),1.0,1,49.60396677,69.0,34.0,41.0,Aggressive,0
44.0,Female,PhD,14.0,2,8.9579542,0.0,32.0,46.0,Aggressive,1
36.0,Male,PhD,0.0,2,18.70770984,69.0,17.0,4.0,Conservative,0
32.0,Female,Bachelor's (Type 2),13.0,1,21.97407425,76.0,36.0,88.0,Moderate,0
39.0,Male,PhD,6.0,2,20.53467686,85.0,12.0,48.0,Conservative,0
44.0,Male,Master's,12.0,2,34.29154138,55.0,73.0,36.0,Moderate,0
23.0,Female,Bachelor's (Type 2),15.0,1,11.77564288,30.0,100.0,33.0,Moderate,0
29.0,Female,Bachelor's (Type 1),1.0,1,12.05357764,85.0,89.0,72.0,Moderate,0
22.0,Female,Bachelor's (Type 2),12.0,3,37.46054743,36.0,80.0,69.0,Moderate,0
28.0,Female,Bachelor's (Type 2),13.0,3,26.01452593,46.0,63.0,17.0,Aggressive,1
32.0,Male,Master's,13.0,1,21.7577838,90.0,0.0,77.0,Moderate,1
37.0,Male,Bachelor's (Type 2),1.0,4,9.460152584,77.0,62.0,18.0,Moderate,0
34.0,Male,Master's,12.0,2,10.37636115,46.0,88.0,77.0,Aggressive,1
23.0,Male,Bachelor's (Type 2),10.0,3,1.527581841,68.0,33.0,39.0,Aggressive,0
34.0,Male,Bachelor's (Type 1),4.0,2,5.571313443,57.0,9.0,16.0,Aggressive,0
41.0,Female,PhD,13.0,5,28.84193473,35.0,83.0,59.0,Moderate,0
21.0,Male,Bachelor's (Type 2),4.0,1,45.5936565,31.0,6.0,98.0,Moderate,0
34.0,Male,Bachelor's (Type 2),15.0,4,15.35823826,97.0,55.0,92.0,Conservative,1
27.0,Male,Bachelor's (Type 2),6.0,5,17.38736129,63.0,79.0,41.0,Aggressive,1
27.0,Female,Bachelor's (Type 1),0.0,5,6.780280531,70.0,36.0,80.0,Aggressive,0
36.0,Female,Bachelor's (Type 2),7.0,5,20.43154728,41.0,28.0,71.0,Moderate,0
31.0,Female,Bachelor's (Type 2),2.0,1,2.861085228,47.0,11.0,64.0,Conservative,0
38.0,Female,Bachelor's (Type 2),3.0,3,46.88003481,73.0,16.0,52.0,Aggressive,0
29.0,Male,PhD,14.0,1,34.65556741,80.0,47.0,99.0,Moderate,1
28.0,Male,Bachelor's (Type 2),8.0,3,50.53744047,29.0,83.0,6.0,Moderate,0
24.0,Female,Bachelor's (Type 2),3.0,5,45.14115813,20.0,25.0,4.0,Aggressive,0
25.0,Female,Bachelor's (Type 2),9.0,5,24.64952968,59.0,82.0,23.0,Moderate,0
39.0,Male,PhD,11.0,4,26.98425156,12.0,11.0,27.0,Aggressive,1
45.0,Male,Bachelor's (Type 1),14.0,3,10.52880233,0.0,20.0,61.0,Conservative,0
21.0,Female,Bachelor's (Type 2),4.0,5,24.10196714,64.0,41.0,16.0,Moderate,0
46.0,Female,Bachelor's (Type 1),6.0,2,46.15139367,32.0,60.0,100.0,Moderate,0
43.0,Female,Bachelor's (Type 1),15.0,4,3.542671182,37.0,57.0,19.0,Moderate,0
46.0,Female,Master's,3.0,1,44.17784015,24.0,53.0,2.0,Moderate,0
32.0,Male,Master's,13.0,4,18.04739008,25.0,33.0,36.0,Moderate,0
25.0,Male,Bachelor's (Type 2),0.0,2,45.97563825,76.0,6.0,89.0,Aggressive,1
24.0,Male,Bachelor's (Type 2),8.0,3,48.04399532,58.0,34.0,14.0,Moderate,0
44.0,Female,Bachelor's (Type 2),3.0,1,34.54324435,91.0,14.0,50.0,Aggressive,0
20.0,Female,PhD,8.0,1,34.22118933,32.0,64.0,47.0,Moderate,0
40.0,Male,PhD,5.0,3,23.63771689,100.0,89.0,7.0,Aggressive,1
41.0,Male,Bachelor's (Type 2),14.0,4,42.77701123,40.0,98.0,12.0,Moderate,0
40.0,Male,Master's,0.0,5,49.08063792,29.0,24.0,47.0,Aggressive,0
25.0,Male,Master's,11.0,4,39.75409002,56.0,58.0,2.0,Conservative,0
25.0,Female,Bachelor's (Type 2),2.0,2,32.09683669,48.0,78.0,64.0,Moderate,0
42.0,Male,Bachelor's (Type 2),10.0,5,31.33964479,47.0,85.0,72.0,Moderate,0
35.0,Male,Bachelor's (Type 2),1.0,4,43.47349508,71.0,5.0,30.0,Conservative,0
23.0,Male,Master's,15.0,3,28.06018829,48.0,51.0,25.0,Moderate,0
49.0,Male,PhD,8.0,2,41.19299431,46.0,78.0,80.0,Conservative,1
30.0,Male,Master's,15.0,2,26.44426276,55.0,87.0,55.0,Aggressive,1
49.0,Male,Master's,14.0,2,4.122213749,64.0,20.0,33.0,Moderate,0
49.0,Male,Bachelor's (Type 2),11.0,5,20.19735045,11.0,70.0,8.0,Moderate,0
49.0,Female,Master's,0.0,1,23.22204788,68.0,92.0,61.0,Conservative,0
50.0,Female,Master's,12.0,5,8.080862249,87.0,95.0,12.0,Aggressive,1
43.0,Female,Bachelor's (Type 2),13.0,4,6.124816459,5.0,31.0,68.0,Conservative,0
42.0,Female,Bachelor's (Type 2),8.0,1,27.77324748,88.0,52.0,40.0,Moderate,0
28.0,Male,Master's,8.0,4,5.257181828,64.0,58.0,76.0,Conservative,1
42.0,Female,Bachelor's (Type 1),7.0,1,16.14725839,24.0,68.0,0.0,Moderate,0
22.0,Female,Master's,7.0,5,38.2298488,0.0,61.0,88.0,Aggressive,1
38.0,Male,Bachelor's (Type 1),10.0,2,49.22160898,31.0,3.0,46.0,Conservative,0
50.0,Male,Bachelor's (Type 2),13.0,3,36.89352903,2.0,85.0,3.0,Conservative,0
27.0,Female,Master's,11.0,2,50.63127742,48.0,17.0,99.0,Moderate,0
24.0,Female,Bachelor's (Type 2),0.0,5,35.91689856,18.0,98.0,62.0,Aggressive,1
23.0,Male,Bachelor's (Type 2),10.0,1,15.68972353,59.0,80.0,51.0,Aggressive,1
43.0,Female,Bachelor's (Type 2),7.0,2,34.60262703,28.0,55.0,9.0,Moderate,0
50.0,Male,Master's,9.0,5,36.10783826,49.0,23.0,27.0,Aggressive,1
25.0,Male,Bachelor's (Type 1),13.0,4,19.58634923,1.0,65.0,5.0,Moderate,0
21.0,Male,PhD,2.0,3,1.88569253,72.0,12.0,26.0,Moderate,0
39.0,Male,Bachelor's (Type 1),10.0,2,36.15998924,55.0,61.0,11.0,Moderate,0
47.0,Female,PhD,6.0,1,2.085004764,16.0,53.0,61.0,Aggressive,1
30.0,Male,PhD,10.0,4,32.5594039,59.0,14.0,51.0,Moderate,0
23.0,Male,Bachelor's (Type 2),14.0,5,9.180824437,35.0,68.0,47.0,Moderate,0
34.0,Female,Bachelor's (Type 2),0.0,3,29.28017639,60.0,2.0,66.0,Moderate,0
25.0,Male,Bachelor's (Type 2),0.0,1,26.19565127,16.0,36.0,45.0,Moderate,0
41.0,Female,Bachelor's (Type 2),15.0,5,1.675682115,48.0,36.0,96.0,Moderate,0
36.0,Female,Bachelor's (Type 1),9.0,5,19.14329085,75.0,100.0,73.0,Moderate,1
49.0,Female,Bachelor's (Type 1),12.0,2,31.05455837,59.0,2.0,94.0,Conservative,0
43.0,Male,Bachelor's (Type 1),4.0,2,43.43032759,19.0,62.0,14.0,Moderate,0
25.0,Female,Bachelor's (Type 2),4.0,1,45.43210569,49.0,34.0,70.0,Conservative,0
38.0,Female,Bachelor's (Type 2),7.0,5,25.1924985,2.0,51.0,35.0,Moderate,0
49.0,Male,Bachelor's (Type 2),6.0,2,37.42112436,42.0,86.0,13.0,Moderate,0
44.0,Female,PhD,7.0,3,16.82272883,56.0,27.0,77.0,Aggressive,1
21.0,Female,Bachelor's (Type 2),5.0,3,18.10932029,49.0,93.0,2.0,Moderate,0
34.0,Female,Bachelor's (Type 2),5.0,5,10.72317596,67.0,17.0,66.0,Moderate,0
30.0,Female,Bachelor's (Type 2),1.0,2,29.0974055,80.0,35.0,85.0,Aggressive,1
27.0,Female,Master's,5.0,1,16.72820755,49.0,32.0,18.0,Moderate,0
45.0,Male,PhD,4.0,1,5.218544822,36.0,63.0,98.0,Aggressive,1
38.0,Female,Master's,12.0,1,35.25030433,45.0,25.0,75.0,Moderate,0
32.0,Female,PhD,15.0,3,36.38766038,41.0,47.0,53.0,Moderate,0
31.0,Male,Bachelor's (Type 1),2.0,2,18.99962094,14.0,39.0,68.0,Moderate,0
24.0,Male,Master's,5.0,2,4.836169973,32.0,16.0,9.0,Conservative,0
25.0,Male,Master's,7.0,3,22.31488587,79.0,39.0,32.0,Moderate,0
45.0,Female,Bachelor's (Type 2),8.0,1,23.1167729,10.0,6.0,12.0,Moderate,0
41.0,Male,PhD,0.0,1,34.43354424,19.0,56.0,98.0,Moderate,0
23.0,Female,Bachelor's (Type 1),2.0,5,16.77081956,23.0,7.0,50.0,Conservative,0
38.0,Female,Bachelor's (Type 2),2.0,4,35.12996399,63.0,55.0,31.0,Moderate,0
39.0,Male,Bachelor's (Type 2),10.0,2,44.57442709,79.0,30.0,74.0,Moderate,0
20.0,Male,Bachelor's (Type 2),7.0,2,12.87430212,93.0,58.0,23.0,Aggressive,1
39.0,Female,Master's,0.0,2,49.94597781,97.0,57.0,34.0,Moderate,0
36.0,Male,Bachelor's (Type 2),4.0,4,20.31840686,64.0,11.0,82.0,Aggressive,0
31.0,Female,Bachelor's (Type 2),2.0,5,14.36293426,87.0,47.0,69.0,Moderate,0
34.0,Male,Bachelor's (Type 2),1.0,4,22.07555913,87.0,30.0,39.0,Conservative,0
20.0,Male,Master's,14.0,1,5.719873795,72.0,82.0,53.0,Moderate,1
45.0,Male,Bachelor's (Type 1),7.0,1,7.285295326,85.0,62.0,43.0,Moderate,0
33.0,Female,Bachelor's (Type 2),2.0,2,21.72170235,75.0,73.0,61.0,Moderate,0
25.0,Male,PhD,6.0,3,39.1222261,16.0,38.0,98.0,Moderate,0
24.0,Female,Master's,11.0,2,46.01561198,88.0,75.0,67.0,Moderate,1
49.0,Female,Bachelor's (Type 2),10.0,3,34.24089954,91.0,19.0,32.0,Moderate,0
30.0,Female,Master's,0.0,4,6.260977762,60.0,100.0,76.0,Aggressive,1
50.0,Female,Master's,5.0,1,34.60098811,14.0,47.0,55.0,Aggressive,0
23.0,Male,Master's,2.0,3,32.77139604,93.0,70.0,35.0,Moderate,0
32.0,Female,Bachelor's (Type 2),7.0,4,41.28819591,50.0,53.0,53.0,Moderate,0
30.0,Female,Bachelor's (Type 2),5.0,1,42.26243333,26.0,77.0,18.0,Aggressive,0
22.0,Male,Bachelor's (Type 2),11.0,3,44.41015379,85.0,74.0,42.0,Moderate,0
20.0,Female,Bachelor's (Type 2),1.0,2,21.70657573,73.0,70.0,11.0,Aggressive,1
25.0,Male,Bachelor's (Type 2),5.0,2,35.89321977,60.0,28.0,10.0,Aggressive,0
37.0,Female,Bachelor's (Type 1),6.0,2,14.41251795,57.0,73.0,69.0,Moderate,0
43.0,Male,Bachelor's (Type 2),4.0,4,50.966814,30.0,92.0,11.0,Moderate,0
29.0,Female,Bachelor's (Type 2),2.0,2,9.766712069,90.0,72.0,90.0,Moderate,0
24.0,Male,Bachelor's (Type 2),3.0,5,1.505721583,11.0,99.0,40.0,Moderate,0
42.0,Female,Master's,3.0,1,8.440435726,45.0,47.0,24.0,Conservative,0
29.0,Female,Bachelor's (Type 2),5.0,4,39.79361448,30.0,73.0,2.0,Moderate,0
31.0,Male,Bachelor's (Type 1),9.0,2,23.33918383,31.0,82.0,2.0,Aggressive,1
21.0,Male,Master's,0.0,1,23.37501239,31.0,55.0,83.0,Moderate,0
32.0,Male,Bachelor's (Type 1),10.0,3,48.75114598,98.0,94.0,27.0,Aggressive,1
27.0,Male,Master's,3.0,2,46.9817454,52.0,16.0,22.0,Conservative,0
21.0,Female,Master's,9.0,1,16.55973689,60.0,8.0,47.0,Aggressive,1
39.0,Female,Bachelor's (Type 2),12.0,5,11.45290644,45.0,96.0,66.0,Moderate,0
20.0,Male,Master's,3.0,3,43.4241105,84.0,33.0,41.0,Aggressive,1
50.0,Female,Bachelor's (Type 2),9.0,5,46.30095355,73.0,44.0,87.0,Conservative,0
24.0,Male,Bachelor's (Type 2),15.0,1,28.07984614,79.0,87.0,39.0,Moderate,0
28.0,Male,Bachelor's (Type 1),0.0,5,32.47118556,6.0,8.0,5.0,Conservative,0
36.0,Female,Bachelor's (Type 2),8.0,1,13.84571423,3.0,6.0,19.0,Aggressive,0
28.0,Female,PhD,3.0,1,41.0401344,90.0,15.0,10.0,Aggressive,1
30.0,Female,Bachelor's (Type 2),6.0,5,32.60612142,51.0,18.0,95.0,Aggressive,1
34.0,Female,Bachelor's (Type 2),11.0,1,26.17567556,88.0,5.0,26.0,Conservative,0
43.0,Female,Bachelor's (Type 2),13.0,2,4.005427804,30.0,10.0,20.0,Conservative,0
25.0,Female,Bachelor's (Type 2),2.0,1,46.79674813,74.0,75.0,12.0,Aggressive,1
42.0,Female,Bachelor's (Type 1),9.0,4,31.77257102,83.0,60.0,85.0,Aggressive,1
22.0,Male,Bachelor's (Type 2),11.0,1,10.63455473,35.0,41.0,34.0,Moderate,0
49.0,Male,Master's,2.0,4,31.31930585,53.0,12.0,46.0,Aggressive,0
50.0,Male,Bachelor's (Type 2),13.0,1,34.87316771,53.0,11.0,85.0,Aggressive,1
36.0,Male,Bachelor's (Type 2),7.0,1,27.28851683,16.0,84.0,27.0,Aggressive,1
24.0,Male,Bachelor's (Type 1),7.0,5,36.9050869,74.0,73.0,20.0,Aggressive,1
49.0,Female,Bachelor's (Type 2),10.0,2,30.0726974,29.0,19.0,17.0,Aggressive,1
47.0,Male,Master's,11.0,2,48.3884791,98.0,49.0,30.0,Aggressive,0
31.0,Male,Bachelor's (Type 1),0.0,3,3.68485393,21.0,35.0,59.0,Moderate,1
37.0,Male,Bachelor's (Type 1),9.0,5,6.312285423,42.0,91.0,36.0,Conservative,1
33.0,Male,Bachelor's (Type 2),1.0,5,9.683581848,26.0,87.0,20.0,Moderate,1
40.0,Male,Master's,15.0,2,35.50855353,36.0,68.0,13.0,Moderate,0
43.0,Male,Bachelor's (Type 2),7.0,5,33.27979364,45.0,36.0,88.0,Aggressive,1
30.0,Male,Bachelor's (Type 2),0.0,2,45.60294301,34.0,11.0,90.0,Moderate,1
28.0,Female,Master's,14.0,5,37.64387264,3.0,98.0,59.0,Moderate,1
21.0,Female,Bachelor's (Type 2),11.0,1,26.41777438,79.0,39.0,22.0,Moderate,0
31.0,Male,Master's,7.0,2,50.59158962,79.0,53.0,94.0,Aggressive,1
22.0,Female,Master's,7.0,2,14.30539781,84.0,1.0,28.0,Conservative,0
22.0,Female,Bachelor's (Type 2),15.0,4,42.65958299,25.0,49.0,46.0,Aggressive,0
20.0,Female,Bachelor's (Type 2),1.0,5,22.33951861,99.0,40.0,29.0,Moderate,0
27.0,Female,Bachelor's (Type 1),3.0,5,33.43675694,18.0,44.0,89.0,Conservative,0
41.0,Male,Bachelor's (Type 2),5.0,2,37.36342352,80.0,8.0,83.0,Moderate,1
47.0,Female,PhD,11.0,1,32.68770436,44.0,61.0,37.0,Moderate,0
48.0,Female,Bachelor's (Type 2),10.0,1,8.025365155,25.0,85.0,82.0,Conservative,0
27.0,Female,Bachelor's (Type 2),8.0,1,23.14755054,21.0,46.0,26.0,Moderate,1
30.0,Male,Master's,14.0,5,29.0719189,57.0,4.0,88.0,Aggressive,0
28.0,Male,Bachelor's (Type 2),15.0,4,43.45218796,62.0,75.0,86.0,Conservative,0
24.0,Male,Bachelor's (Type 1),7.0,2,23.18228744,27.0,0.0,92.0,Aggressive,0
33.0,Male,Bachelor's (Type 2),11.0,3,46.93736524,64.0,43.0,14.0,Conservative,0
47.0,Male,Bachelor's (Type 2),14.0,4,23.01871115,43.0,21.0,58.0,Aggressive,0
49.0,Male,Master's,7.0,3,28.43899296,99.0,37.0,2.0,Moderate,0
22.0,Male,Bachelor's (Type 1),6.0,4,40.81428415,42.0,18.0,9.0,Moderate,1
40.0,Female,Bachelor's (Type 2),13.0,1,30.15338422,36.0,79.0,78.0,Conservative,1
24.0,Female,Bachelor's (Type 2),12.0,5,49.01090362,65.0,30.0,79.0,Moderate,1
24.0,Female,Bachelor's (Type 2),8.0,3,34.01679153,16.0,66.0,16.0,Aggressive,1
38.0,Male,Bachelor's (Type 2),14.0,4,27.1354727,39.0,86.0,82.0,Moderate,0
46.0,Male,Bachelor's (Type 2),1.0,5,2.179598389,37.0,41.0,10.0,Aggressive,0
33.0,Male,Bachelor's (Type 2),2.0,3,21.68664488,84.0,81.0,47.0,Moderate,0
45.0,Male,PhD,9.0,2,15.96242096,60.0,25.0,4.0,Conservative,1
49.0,Male,Bachelor's (Type 2),7.0,4,38.40528339,8.0,12.0,68.0,Moderate,1
23.0,Female,Bachelor's (Type 1),13.0,2,11.41388376,76.0,57.0,63.0,Moderate,0
44.0,Female,Bachelor's (Type 2),5.0,1,11.26100436,74.0,17.0,13.0,Aggressive,0
32.0,Male,Master's,9.0,2,10.47595216,60.0,66.0,49.0,Moderate,1
29.0,Male,Master's,8.0,2,7.280780658,79.0,86.0,25.0,Moderate,1
44.0,Male,Bachelor's (Type 1),9.0,4,16.55035018,15.0,2.0,71.0,Moderate,1
37.0,Male,PhD,3.0,1,45.29610572,1.0,54.0,68.0,Aggressive,1
27.0,Female,Bachelor's (Type 2),15.0,2,39.74642362,71.0,88.0,6.0,Moderate,0
27.0,Male,Bachelor's (Type 1),7.0,5,37.76256082,42.0,90.0,15.0,Aggressive,1
26.0,Male,Bachelor's (Type 1),9.0,3,40.86684028,41.0,57.0,54.0,Moderate,1
27.0,Male,Bachelor's (Type 1),2.0,2,14.47089447,76.0,62.0,77.0,Aggressive,0
33.0,Male,Master's,2.0,1,45.37208454,56.0,90.0,100.0,Conservative,0
38.0,Female,Bachelor's (Type 1),7.0,2,7.865168757,80.0,51.0,55.0,Aggressive,0
48.0,Male,Bachelor's (Type 1),4.0,3,17.81728634,87.0,88.0,3.0,Moderate,1
25.0,Male,Master's,2.0,1,30.33740595,66.0,23.0,99.0,Aggressive,1
20.0,Female,Bachelor's (Type 2),9.0,4,6.145254417,29.0,71.0,47.0,Moderate,1
42.0,Female,Bachelor's (Type 1),10.0,1,37.50650939,12.0,8.0,16.0,Moderate,1
50.0,Female,Bachelor's (Type 1),15.0,4,20.36230241,18.0,36.0,35.0,Moderate,0
34.0,Male,Bachelor's (Type 1),0.0,1,40.22028328,6.0,93.0,69.0,Aggressive,0
20.0,Male,Bachelor's (Type 2),14.0,3,25.64481428,8.0,82.0,79.0,Moderate,1
44.0,Female,Bachelor's (Type 2),2.0,3,10.04372622,82.0,52.0,92.0,Aggressive,1
36.0,Female,Bachelor's (Type 1),11.0,1,37.73809057,53.0,79.0,99.0,Aggressive,1
20.0,Female,Bachelor's (Type 1),8.0,2,13.60719779,85.0,23.0,37.0,Moderate,0
34.0,Female,Master's,4.0,3,25.54051506,81.0,20.0,100.0,Aggressive,1
42.0,Female,Bachelor's (Type 2),11.0,4,4.776663458,60.0,99.0,61.0,Aggressive,0
21.0,Female,Bachelor's (Type 2),9.0,4,31.89333272,86.0,39.0,47.0,Conservative,1
33.0,Male,Bachelor's (Type 2),14.0,5,34.29288831,1.0,61.0,9.0,Conservative,0
40.0,Male,Bachelor's (Type 2),1.0,4,19.9337105,49.0,69.0,35.0,Moderate,0
27.0,Male,Bachelor's (Type 2),6.0,5,48.72113902,74.0,68.0,28.0,Aggressive,1
27.0,Female,Bachelor's (Type 2),14.0,1,44.70844607,30.0,13.0,77.0,Aggressive,0
38.0,Female,Bachelor's (Type 2),1.0,1,36.39704579,32.0,41.0,3.0,Moderate,0
26.0,Female,PhD,3.0,1,36.68260372,77.0,49.0,43.0,Aggressive,1
38.0,Female,Bachelor's (Type 1),11.0,2,13.62008575,79.0,60.0,55.0,Conservative,0
25.0,Female,Master's,6.0,2,33.84076155,10.0,3.0,41.0,Aggressive,1
25.0,Female,Bachelor's (Type 1),3.0,5,10.91031326,32.0,71.0,99.0,Conservative,0
